UF;COD. UF;COD. MUNIC;CD_MUN;NOME DO MUNICÍPIO;POPULACAO
SP;35;41000;3541000;Praia Grande;344834
SP;35;05708;3505708;Barueri;342613
RS;43;04606;4304606;Canoas;339133
SP;35;51009;3551009;São Vicente;334632
TO;17;21000;1721000;Palmas;334454
BA;29;05701;2905701;Camaçari;334195
ES;32;05309;3205309;Vitória;331785
SP;35;52502;3552502;Suzano;330710
MG;31;54606;3154606;Ribeirão das Neves;327968
PR;41;25506;4125506;São José dos Pinhais;327746
RS;43;14407;4314407;Pelotas;324026
MT;51;08402;5108402;Várzea Grande;315711
SP;35;54102;3554102;Taubaté;311912
SP;35;18701;3518701;Guarujá;311116
SP;35;26902;3526902;Limeira;305169
RJ;33;03906;3303906;Petrópolis;304758
RS;43;16907;4316907;Santa Maria;296081
SP;35;52403;3552403;Sumaré;294128
SC;42;08203;4208203;Itajaí;291169
SP;35;13009;3513009;Cotia;289622
SC;42;16602;4216602;São José;287409
PR;41;08304;4108304;Foz do Iguaçu;286323
SP;35;52809;3552809;Taboão da Serra;283419
RS;43;09209;4309209;Gravataí;279205
SP;35;15004;3515004;Embu das Artes;277249
MA;21;05302;2105302;Imperatriz;273027
PA;15;05536;1505536;Parauapebas;271577
PA;15;04208;1504208;Marabá;271321
RJ;33;06305;3306305;Volta Redonda;270543
MA;21;11201;2111201;São José de Ribamar;269657
CE;23;07304;2307304;Juazeiro do Norte;269435
SP;35;20509;3520509;Indaiatuba;266593
RN;24;08003;2408003;Mossoró;264181
RJ;33;02403;3302403;Macaé;262692
MG;31;27701;3127701;Governador Valadares;262499
MS;50;03702;5003702;Dourados;261019
SP;35;48906;3548906;São Carlos;256898
MT;51;07602;5107602;Rondonópolis;253388
RN;24;03251;2403251;Parnamirim;252950
SP;35;24402;3524402;Jacareí;251591
SC;42;04202;4204202;Chapecó;251150
SP;35;03208;3503208;Araraquara;250304
MG;31;22306;3122306;Divinópolis;248581
RJ;33;02502;3302502;Magé;248208
SP;35;19071;3519071;Hortolândia;246449
BA;29;18407;2918407;Juazeiro;244406
SP;35;01608;3501608;Americana;243674
RS;43;13409;4313409;Novo Hamburgo;241306
SP;35;22505;3522505;Itapevi;239084
PR;41;05805;4105805;Colombo;238780
SP;35;29005;3529005;Marília;238605
SC;42;11900;4211900;Palhoça;236638
AL;27;00300;2700300;Arapiraca;235085
MG;31;67202;3167202;Sete Lagoas;233398
CE;23;07650;2307650;Maracanaú;231121
SC;42;04608;4204608;Criciúma;231088
RJ;33;01900;3301900;Itaboraí;231004
SP;35;41406;3541406;Presidente Prudente;226692
RJ;33;02700;3302700;Maricá;223938
RS;43;23002;4323002;Viamão;223679
BA;29;19207;2919207;Lauro de Freitas;220437
CE;23;12908;2312908;Sobral;219030
RS;43;14100;4314100;Passo Fundo;217240
RS;43;18705;4318705;São Leopoldo;216964
GO;52;18805;5218805;Rio Verde;214607
RJ;33;00704;3300704;Cabo Frio;214057
SP;35;02804;3502804;Araçatuba;213929
MG;31;57807;3157807;Santa Luzia;213709
MG;31;31307;3131307;Ipatinga;211094
GO;52;00258;5200258;Águas Lindas de Goiás;208892
SP;35;43907;3543907;Rio Claro;206950
RJ;33;03401;3303401;Nova Friburgo;204625
PE;26;02902;2602902;Cabo de Santo Agostinho;203084
PA;15;02400;1502400;Castanhal;200003
MT;51;07909;5107909;Sinop;199698
BA;29;13606;2913606;Ilhéus;197163
GO;52;21858;5221858;Valparaíso de Goiás;196967
GO;52;12501;5212501;Luziânia;196416
ES;32;01209;3201209;Cachoeiro de Itapemirim;196133
SC;42;08906;4208906;Jaraguá do Sul;193304
SE;28;04805;2804805;Nossa Senhora do Socorro;192375
RS;43;15602;4315602;Rio Grande;191719
PR;41;09401;4109401;Guarapuava;190342
RJ;33;05802;3305802;Teresópolis;189036
SP;35;15707;3515707;Ferraz de Vasconcelos;187253
TO;17;02109;1702109;Araguaína;186867
RS;43;00604;4300604;Alvorada;185921
BA;29;14802;2914802;Itabuna;185500
SP;35;45803;3545803;Santa Bárbara d'Oeste;183447
SP;35;16309;3516309;Francisco Morato;182265
MG;31;29806;3129806;Ibirité;181943
SP;35;07605;3507605;Bragança Paulista;181556
RJ;33;00100;3300100;Angra dos Reis;181228
SP;35;23909;3523909;Itu;176548
MA;21;12209;2112209;Timon;175044
SP;35;22208;3522208;Itapecerica da Serra;172898
MG;31;51800;3151800;Poços de Caldas;172869
SP;35;04107;3504107;Atibaia;171672
ES;32;03205;3203205;Linhares;171265
RJ;33;02858;3302858;Mesquita;168849
PR;41;07652;4107652;Fazenda Rio Grande;167315
SP;35;22307;3522307;Itapetininga;166959
SP;35;48807;3548807;São Caetano do Sul;166847
PR;41;01804;4101804;Araucária;166699
RJ;33;00407;3300407;Barra Mansa;166654
BA;29;03201;2903201;Barreiras;165413
SP;35;38006;3538006;Pindamonhangaba;164932
SC;42;09300;4209300;Lages;164881
SP;35;47304;3547304;Santana de Parnaíba;163348
PI;22;07702;2207702;Parnaíba;163087
MG;31;52501;3152501;Pouso Alegre;162028
MG;31;48004;3148004;Patos de Minas;159434
SP;35;16408;3516408;Franco da Rocha;159367
BA;29;25303;2925303;Porto Seguro;158736
PA;15;00107;1500107;Abaetetuba;158042
BA;29;00702;2900702;Alagoinhas;157864
PR;41;18204;4118204;Paranaguá;157043
BA;29;18001;2918001;Jequié;156408
PR;41;27700;4127700;Toledo;156123
SP;35;30706;3530706;Mogi Guaçu;154487
MA;21;03000;2103000;Caxias;153634
GO;52;20454;5220454;Senador Canedo;153522
RJ;33;03203;3303203;Nilópolis;150281
RJ;33;04524;3304524;Rio das Ostras;149562
GO;52;21403;5221403;Trindade;149167
PB;25;13703;2513703;Santa Rita;148479
BA;29;31350;2931350;Teixeira de Freitas;147454
PE;26;03454;2603454;Camaragibe;146912
SP;35;07506;3507506;Botucatu;145272
PR;41;04204;4104204;Campo Largo;144165
PE;26;06002;2606002;Garanhuns;142286
MG;31;68606;3168606;Teófilo Otoni;142030
SP;35;45209;3545209;Salto;141988
SC;42;02909;4202909;Brusque;141676
SC;42;02008;4202008;Balneário Camboriú;140036
RJ;33;04144;3304144;Queimados;139194
MG;31;71204;3171204;Vespasiano;137821
SP;35;57006;3557006;Votorantim;137319
PA;15;03606;1503606;Itaituba;137170
MG;31;70701;3170701;Varginha;137078
RO;11;00122;1100122;Ji-Paraná;136825
PR;41;01408;4101408;Apucarana;135969
PE;26;16407;2616407;Vitória de Santo Antão;135182
PA;15;00602;1500602;Altamira;135067
PA;15;02103;1502103;Cametá;134734
RS;43;03103;4303103;Cachoeirinha;134545
MG;31;18304;3118304;Conselheiro Lafaiete;134537
RS;43;16808;4316808;Santa Cruz do Sul;133136
ES;32;02405;3202405;Guarapari;132915
RJ;33;02007;3302007;Itaguaí;132867
SP;35;56206;3556206;Valinhos;132846
CE;23;06405;2306405;Itapipoca;132711
MS;50;08305;5008305;Três Lagoas;132651
SP;35;10500;3510500;Caraguatatuba;132558
SP;35;25300;3525300;Jaú;132351
SP;35;03307;3503307;Araras;131300
MG;31;56700;3156700;Sabará;131294
PR;41;19509;4119509;Piraquara;131101
PR;41;19152;4119152;Pinhais;131048
CE;23;04202;2304202;Crato;130858
RS;43;20008;4320008;Sapucaia do Sul;130554
RS;43;02105;4302105;Bento Gonçalves;129430
SP;35;13504;3513504;Cubatão;128645
RJ;33;04201;3304201;Resende;128460
SP;35;51702;3551702;Sertãozinho;127670
SP;35;25003;3525003;Jandira;127476
BA;29;30709;2930709;Simões Filho;127093
PA;15;01303;1501303;Barcarena;126733
RJ;33;00209;3300209;Araruama;126726
PR;41;26256;4126256;Sarandi;126057
SP;35;56503;3556503;Várzea Paulista;125054
ES;32;01506;3201506;Colatina;124575
PA;15;04422;1504422;Marituba;123890
SP;35;54003;3554003;Tatuí;122991
MG;31;05608;3105608;Barbacena;122894
ES;32;04906;3204906;São Mateus;122386
PR;41;00400;4100400;Almirante Tamandaré;122032
PA;15;01709;1501709;Bragança;121793
MG;31;03504;3103504;Araguari;121424
SP;35;05500;3505500;Barretos;119427
PR;41;01507;4101507;Arapongas;118573
BA;29;24009;2924009;Paulo Afonso;118412
SP;35;06508;3506508;Birigui;118365
MG;31;44805;3144805;Nova Lima;117819
MT;51;07925;5107925;Sorriso;117605
PR;41;28104;4128104;Umuarama;117148
SP;35;18404;3518404;Guaratinguetá;116847
MG;31;04007;3104007;Araxá;116561
SP;35;23404;3523404;Itatiba;116275
SP;35;43303;3543303;Ribeirão Pires;116174
SP;35;36505;3536505;Paulínia;115870
RN;24;12005;2412005;São Gonçalo do Amarante;115467
PE;26;06804;2606804;Igarassu;115281
RS;43;22400;4322400;Uruguaiana;115100
AP;16;00600;1600600;Santana;114995
SP;35;11102;3511102;Catanduva;114953
PA;15;01808;1501808;Breves;114628
MG;31;45208;3145208;Nova Serrana;114497
SC;42;18707;4218707;Tubarão;114389
GO;52;11503;5211503;Itumbiara;113838
SP;35;28502;3528502;Mairiporã;113573
RS;43;01602;4301602;Bagé;113173
GO;52;08004;5208004;Formosa;112542
BA;29;10727;2910727;Eunápolis;112477
SC;42;03204;4203204;Camboriú;112167
MA;21;03307;2103307;Codó;112110
PE;26;13701;2613701;São Lourenço da Mata;110765
GO;52;05109;5205109;Catalão;110612
MG;31;47907;3147907;Passos;110555
MG;31;31703;3131703;Itabira;110335
SP;35;39806;3539806;Poá;109450
SP;35;34708;3534708;Ourinhos;108678
BA;29;19553;2919553;Luís Eduardo Magalhães;108271
SP;35;22109;3522109;Itanhaém;107927
MA;21;00055;2100055;Açailândia;107263
PR;41;03701;4103701;Cambé;107220
RS;43;07005;4307005;Erechim;105428
PA;15;05502;1505502;Paragominas;104883
GO;52;11909;5211909;Jataí;104656
MA;21;01202;2101202;Bacabal;104352
MG;31;43906;3143906;Muriaé;103649
SE;28;02908;2802908;Itabaiana;103620
PB;25;10808;2510808;Patos;103199
BA;29;28703;2928703;Santo Antônio de Jesus;103055
MG;31;24104;3124104;Esmeraldas;102608
RJ;33;05208;3305208;São Pedro da Aldeia;102290
SE;28;03500;2803500;Lagarto;101642
SP;35;09205;3509205;Cajamar;101500
RO;11;00023;1100023;Ariquemes;100896
MT;51;07958;5107958;Tangará da Serra;100784
SP;35;04008;3504008;Assis;100447
MA;21;01400;2101400;Balsas;100257
ES;32;00607;3200607;Aracruz;99336
PE;26;00054;2600054;Abreu e Lima;99331
RJ;33;02205;3302205;Itaperuna;99300
PR;41;04303;4104303;Campo Mourão;99170
PE;26;07208;2607208;Ipojuca;98762
MG;31;69901;3169901;Ubá;98705
MG;31;38203;3138203;Lavras;98602
SP;35;09007;3509007;Caieiras;98600
GO;52;15231;5215231;Novo Gama;97976
CE;23;05506;2305506;Iguatu;97733
SP;35;03901;3503901;Arujá;97595
SP;35;26704;3526704;Leme;97516
MG;31;47105;3147105;Pará de Minas;97507
RS;43;11403;4311403;Lajeado;97432
MG;31;34202;3134202;Ituiutaba;97409
PE;26;12505;2612505;Santa Cruz do Capibaribe;97386
SP;35;55406;3555406;Ubatuba;97382
SP;35;57105;3557105;Votuporanga;96795
PR;41;08403;4108403;Francisco Beltrão;96622
MG;31;19401;3119401;Coronel Fabriciano;96621
RJ;33;02270;3302270;Japeri;96595
SP;35;08504;3508504;Caçapava;96530
BA;29;32903;2932903;Valença;96226
MG;31;33808;3133808;Itaúna;95967
SE;28;06701;2806701;São Cristóvão;95700
RO;11;00304;1100304;Vilhena;95599
SP;35;22406;3522406;Itapeva;95528
MS;50;03207;5003207;Corumbá;94874
AC;12;00203;1200203;Cruzeiro do Sul;94345
MG;31;47006;3147006;Paracatu;94300
PR;41;18501;4118501;Pato Branco;94239
MG;31;62500;3162500;São João del Rei;93778
AL;27;07701;2707701;Rio Largo;93729
GO;52;04508;5204508;Caldas Novas;93483
MT;51;07040;5107040;Primavera do Leste;93263
CE;23;07700;2307700;Maranguape;93155
SP;35;04503;3504503;Avaré;92659
MT;51;02504;5102504;Cáceres;92639
SP;35;49102;3549102;São João da Boa Vista;92319
CE;23;01000;2301000;Aquiraz;92281
RO;11;00049;1100049;Cacoal;92202
MG;31;48103;3148103;Patrocínio;91901
PE;26;13909;2613909;Serra Talhada;91624
RS;43;09308;4309308;Guaíba;91304
PA;15;06138;1506138;Redenção;91227
RJ;33;00308;3300308;Barra do Piraí;91025
SP;35;30805;3530805;Mogi Mirim;90997
PR;41;18402;4118402;Paranavaí;90969
MG;31;32404;3132404;Itajubá;90776
MS;50;06606;5006606;Ponta Porã;90756
PA;15;08100;1508100;Tucuruí;90232
MG;31;39409;3139409;Manhuaçu;88787
RJ;33;05505;3305505;Saquarema;88755
SC;42;11306;4211306;Navegantes;88655
MG;31;13404;3113404;Caratinga;88311
BA;29;17508;2917508;Jacobina;88296
SP;35;50704;3550704;São Sebastião;87939
BA;29;11709;2911709;Guanambi;87580
MG;31;70404;3170404;Unaí;86867
PA;15;00404;1500404;Alenquer;86096
PE;26;06408;2606408;Gravatá;85983
SP;35;50605;3550605;São Roque;85848
BA;29;30501;2930501;Serrinha;85696
RJ;33;05554;3305554;Seropédica;85359
MA;21;09908;2109908;Santa Inês;85261
PE;26;01102;2601102;Araripina;85135
RS;43;10207;4310207;Ijuí;85135
MG;31;71303;3171303;Viçosa;85119
MA;21;08603;2108603;Pinheiro;85054
SP;35;27207;3527207;Lorena;84988
SP;35;19709;3519709;Ibiúna;84820
MA;21;01608;2101608;Barra do Corda;84708
GO;52;05497;5205497;Cidade Ocidental;84581
PA;15;07953;1507953;Tailândia;84206
TO;17;09500;1709500;Gurupi;83817
MT;51;05259;5105259;Lucas do Rio Verde;83770
RS;43;17103;4317103;Sant'Ana do Livramento;83764
SC;42;15802;4215802;São Bento do Sul;82760
CE;23;01109;2301109;Aracati;82476
CE;23;09706;2309706;Pacatuba;82432
MG;31;20904;3120904;Curvelo;82335
PR;41;05508;4105508;Cianorte;82232
SP;35;56701;3556701;Vinhedo;82029
PI;22;08007;2208007;Picos;82028
PB;25;01807;2501807;Bayeux;81932
CE;23;13401;2313401;Tianguá;81656
SC;42;04301;4204301;Concórdia;81625
RN;24;07104;2407104;Macaíba;81584
PA;15;04703;1504703;Moju;81364
SP;35;09601;3509601;Campo Limpo Paulista;81355
MA;21;03208;2103208;Chapadinha;81339
PA;15;07300;1507300;São Félix do Xingu;81161
PE;26;06200;2606200;Goiana;80983
CE;23;11306;2311306;Quixadá;80701
RS;43;03004;4303004;Cachoeira do Sul;79778
MG;31;01607;3101607;Alfenas;79175
PE;26;01706;2601706;Belo Jardim;79143
PE;26;04007;2604007;Carpina;78865
SC;42;02305;4202305;Biguaçu;78623
CE;23;11405;2311405;Quixeramobim;78502
RN;24;02600;2402600;Ceará-Mirim;78486
MG;31;68705;3168705;Timóteo;77856
PE;26;01201;2601201;Arcoverde;77660
RS;43;17202;4317202;Santa Rosa;77519
BA;29;30105;2930105;Senhor do Bonfim;77514
SP;35;29302;3529302;Matão;77149
BA;29;06501;2906501;Candeias;77026
RJ;33;06008;3306008;Três Rios;76789
RS;43;17509;4317509;Santo Ângelo;76768
BA;29;14604;2914604;Irecê;76491
SC;42;08302;4208302;Itapema;76247
PA;15;05304;1505304;Oriximiná;76140
MG;31;46107;3146107;Ouro Preto;76069
PA;15;08001;1508001;Tomé-Açu;76055
PR;41;04907;4104907;Castro;75956
MG;31;36207;3136207;João Monlevade;75838
SP;35;06102;3506102;Bebedouro;75709
RS;43;19901;4319901;Sapiranga;75613
SP;35;13405;3513405;Cruzeiro;75592
PA;15;02152;1502152;Canaã dos Carajás;75433
CE;23;04103;2304103;Crateús;75394
MG;31;69307;3169307;Três Corações;75313
RS;43;07906;4307906;Farroupilha;74879
RS;43;07708;4307708;Esteio;74653
AM;13;04203;1304203;Tefé;74142
SC;42;03006;4203006;Caçador;74105
SP;35;27108;3527108;Lins;74068
BA;29;03904;2903904;Bom Jesus da Lapa;74040
CE;23;02800;2302800;Canindé;73969
MA;21;04800;2104800;Grajaú;73942
CE;23;04285;2304285;Eusébio;73667
SP;35;39301;3539301;Pirassununga;73436
PR;41;27106;4127106;Telêmaco Borba;73331
GO;52;08608;5208608;Goianésia;73201
SC;42;05902;4205902;Gaspar;73053
SP;35;24006;3524006;Itupeva;72711
CE;23;01901;2301901;Barbalha;72700
CE;23;11801;2311801;Russas;72609
RJ;33;06107;3306107;Valença;72264
SC;42;01406;4201406;Araranguá;72138
SP;35;24303;3524303;Jaboticabal;72001
RS;43;00406;4300406;Alegrete;71945
SP;35;15509;3515509;Fernandópolis;71826
BA;29;07202;2907202;Casa Nova;71572
ES;32;05101;3205101;Viana;71443
SC;42;07502;4207502;Indaial;71369
PR;41;22404;4122404;Rolândia;71344
AM;13;01209;1301209;Coari;71130
GO;52;13103;5213103;Mineiros;71108
TO;17;18204;1718204;Porto Nacional;71101
MG;31;64704;3164704;São Sebastião do Paraíso;70976
SC;42;14805;4214805;Rio do Sul;70952
MG;31;37601;3137601;Lagoa Santa;70678
CE;23;03501;2303501;Cascavel;70498
SP;35;22604;3522604;Itapira;70438
PA;15;02202;1502202;Capanema;70321
BA;29;04605;2904605;Brumado;70268
BA;29;08408;2908408;Conceição do Coité;70202
MG;31;35100;3135100;Janaúba;70001
CE;23;05233;2305233;Horizonte;69999
SP;35;01905;3501905;Amparo;69952
GO;52;08806;5208806;Goianira;69511
SP;35;37602;3537602;Peruíbe;69321
MA;21;01707;2101707;Barreirinhas;69312
BA;29;10057;2910057;Dias d'Ávila;69211
MT;51;01803;5101803;Barra do Garças;68975
PA;15;06500;1506500;Santa Izabel do Pará;68963
SP;35;31803;3531803;Monte Mor;68781
PB;25;03209;2503209;Cabedelo;68744
BA;29;16401;2916401;Itapetinga;68704
GO;52;19753;5219753;Santo Antônio do Descoberto;68654
BA;29;06006;2906006;Campo Formoso;68571
AL;27;06307;2706307;Palmeira dos Índios;68534
RS;43;22608;4322608;Venâncio Aires;68420
MG;31;15300;3115300;Cataguases;68214
MG;31;26109;3126109;Formiga;68099
BA;29;14703;2914703;Itaberaba;67605
PB;25;16201;2516201;Sousa;67425
PA;15;05809;1505809;Portel;67288
CE;23;09607;2309607;Pacajus;67168
RS;43;12401;4312401;Montenegro;66878
PA;15;03309;1503309;Igarapé-Miri;66369
PI;22;08403;2208403;Piripiri;65762
MA;21;05401;2105401;Itapecuru Mirim;65721
SP;35;26803;3526803;Lençóis Paulista;65696
SP;35;30508;3530508;Mococa;65469
RS;43;03905;4303905;Campo Bom;65380
MG;31;35209;3135209;Januária;65279
PE;26;09907;2609907;Ouricuri;65200
BA;29;10701;2910701;Euclides da Cunha;65187
MG;31;40001;3140001;Mariana;64890
SP;35;07001;3507001;Boituva;64799
SE;28;02106;2802106;Estância;64771
CE;23;00200;2300200;Acaraú;64551
SC;42;07007;4207007;Içara;64456
RS;43;22509;4322509;Vacaria;64033
SP;35;06359;3506359;Bertioga;64018
PE;26;14501;2614501;Surubim;63979
MG;31;27107;3127107;Frutal;63663
SP;35;30300;3530300;Mirassol;63555
SP;35;55000;3555000;Tupã;63551
PA;15;00206;1500206;Acará;63268
SP;35;15103;3515103;Embu-Guaçu;63129
PB;25;03704;2503704;Cajazeiras;63118
SP;35;42602;3542602;Registro;63034
PI;22;03909;2203909;Floriano;62593
CE;23;02602;2302602;Camocim;62419
PE;26;12208;2612208;Salgueiro;62206
CE;23;05407;2305407;Icó;62125
SP;35;37305;3537305;Penápolis;62093
RS;43;04630;4304630;Capão da Canoa;62040
SP;35;33403;3533403;Nova Odessa;61935
RS;43;03509;4303509;Camaquã;61598
PE;26;01904;2601904;Bezerros;61398
RN;24;03608;2403608;Extremoz;61381
AL;27;04708;2704708;Marechal Deodoro;61177
AM;13;02900;1302900;Maués;61167
RN;24;02006;2402006;Caicó;61160
SP;35;31100;3531100;Mongaguá;61062
RS;43;04705;4304705;Carazinho;60983
CE;23;08708;2308708;Morada Nova;60940
PE;26;10905;2610905;Pesqueira;60853
BA;29;15601;2915601;Itamaraju;60831
SP;35;24709;3524709;Jaguariúna;60816
CE;23;06256;2306256;Itaitinga;60706
BA;29;09802;2909802;Cruz das Almas;60633
PA;15;05064;1505064;Novo Repartimento;60438
MG;31;49309;3149309;Pedro Leopoldo;60154
CE;23;12403;2312403;São Gonçalo do Amarante;60126
PA;15;04901;1504901;Muaná;60117
PA;15;04802;1504802;Monte Alegre;59890
AM;13;01852;1301852;Iranduba;59767
SP;35;12803;3512803;Cosmópolis;59715
MA;21;03604;2103604;Coroatá;59563
PE;26;05202;2605202;Escada;59526
CE;23;07601;2307601;Limoeiro do Norte;59515
CE;23;14102;2314102;Viçosa do Ceará;59470
SP;35;02101;3502101;Andradina;59464
SP;35;19600;3519600;Ibitinga;59371
SP;35;05906;3505906;Batatais;59342
SP;35;40606;3540606;Porto Feliz;59306
PR;41;10706;4110706;Irati;59253
AM;13;02702;1302702;Manicoré;59225
AL;27;09301;2709301;União dos Palmares;59093
RS;43;06106;4306106;Cruz Alta;59057
GO;52;06206;5206206;Cristalina;58940
MT;51;06224;5106224;Nova Mutum;58832
MG;31;52105;3152105;Ponte Nova;58779
RS;43;18002;4318002;São Borja;58757
AL;27;06703;2706703;Penedo;58654
MG;31;31901;3131901;Itabirito;58544
PA;15;02939;1502939;Dom Eliseu;58444
RS;43;18309;4318309;São Gabriel;58263
CE;23;13500;2313500;Trairi;58122
PA;15;05106;1505106;Óbidos;58121
PA;15;08308;1508308;Viseu;58095
BA;29;14000;2914000;Ipirá;58094
PA;15;03903;1503903;Juruti;57837
PB;25;06301;2506301;Guarabira;57661
MA;21;10005;2110005;Santa Luzia;57189
RO;11;00288;1100288;Rolim de Moura;57180
SP;35;46801;3546801;Santa Isabel;56635
PA;15;08126;1508126;Ulianópolis;56562
PR;41;14609;4114609;Marechal Cândido Rondon;56530
RN;24;00208;2400208;Açu;56482
MT;51;00250;5100250;Alta Floresta;56461
PA;15;02301;1502301;Capitão Poço;56331
PA;15;01501;1501501;Benevides;56152
PA;15;08407;1508407;Xinguara;56127
CE;23;13302;2313302;Tauá;56086
SP;35;33908;3533908;Olímpia;56037
BA;29;28604;2928604;Santo Amaro;55935
SC;42;19309;4219309;Videira;55921
PE;26;08909;2608909;Limoeiro;55917
MG;31;51206;3151206;Pirapora;55876
BA;29;28802;2928802;Santo Estêvão;55696
MG;31;18007;3118007;Congonhas;55562
SC;42;10100;4210100;Mafra;55463
SP;35;03802;3503802;Artur Nogueira;55352
PR;41;28203;4128203;União da Vitória;55238
PE;26;10608;2610608;Paudalho;55072
RJ;33;04300;3304300;Rio Bonito;55068
MT;51;06752;5106752;Pontes e Lacerda;55050
PR;41;09807;4109807;Ibiporã;54917
SC;42;03808;4203808;Canoinhas;54848
PE;26;09402;2609402;Moreno;54637
PR;41;15804;4115804;Medianeira;54390
SC;42;07304;4207304;Imbituba;54258
RS;43;14050;4314050;Parobé;54095
BA;29;26608;2926608;Ribeira do Pombal;53997
PE;26;10004;2610004;Palmares;53987
RJ;33;00803;3300803;Cachoeiras de Macacu;53887
PA;15;03705;1503705;Itupiranga;53873
SP;35;56453;3556453;Vargem Grande Paulista;53777
MG;31;07406;3107406;Bom Despacho;53750
SP;35;27306;3527306;Louveira;53526
MG;31;25101;3125101;Extrema;53520
MG;31;69406;3169406;Três Pontas;53511
CE;23;04707;2304707;Granja;53352
RS;43;04408;4304408;Canela;53348
MA;21;12506;2112506;Tutóia;53346
GO;52;10000;5210000;Inhumas;53315
RS;43;21204;4321204;Taquara;53164
PA;15;07607;1507607;São Miguel do Guamá;52810
CE;23;02206;2302206;Beberibe;52726
