UF;COD. UF;COD. MUNIC;CD_MUN;NOME DO MUNICÍPIO;POPULACAO
PB;25;03100;2503100;Cabaceiras;5325
RS;43;15156;4315156;Progresso;5325
BA;29;29354;2929354;São José da Vitória;5321
PB;25;11707;2511707;Pilõezinhos;5320
RN;24;04903;2404903;Itaú;5317
MG;31;07208;3107208;Bocaina de Minas;5316
PI;22;05607;2205607;Landri Sales;5315
MG;31;10103;3110103;Caiana;5307
PB;25;05279;2505279;Curral de Cima;5303
MG;31;17603;3117603;Conceição do Pará;5303
PA;15;07755;1507755;Sapucaia;5295
MG;31;66006;3166006;Senhora de Oliveira;5295
PI;22;03750;2203750;Fartura do Piauí;5284
MS;50;02803;5002803;Caracol;5281
MS;50;06259;5006259;Novo Horizonte do Sul;5278
MT;51;04559;5104559;Itaúba;5273
MG;31;11903;3111903;Cana Verde;5272
RS;43;00638;4300638;Amaral Ferrador;5268
RS;43;03806;4303806;Campinas do Sul;5266
RO;11;01484;1101484;São Felipe D'Oeste;5259
GO;52;05208;5205208;Caturaí;5259
TO;17;06001;1706001;Couto Magalhães;5254
RN;24;10256;2410256;Porto do Mangue;5253
PB;25;04355;2504355;Caturité;5253
PE;26;14402;2614402;Solidão;5246
PE;26;03405;2603405;Calumbi;5241
PI;22;06050;2206050;Massapê do Piauí;5233
RN;24;14704;2414704;Várzea;5232
RS;43;20354;4320354;Sentinela do Sul;5221
PI;22;05516;2205516;Juazeiro do Piauí;5215
MG;31;50406;3150406;Piedade dos Gerais;5215
PI;22;05904;2205904;Manoel Emídio;5212
PR;41;03354;4103354;Braganey;5212
PB;25;02102;2502102;Boa Ventura;5210
MG;31;29400;3129400;Ibertioga;5204
MT;51;03908;5103908;General Carneiro;5200
MA;21;01350;2101350;Bacurituba;5196
PI;22;06753;2206753;Nossa Senhora de Nazaré;5195
BA;29;00900;2900900;Almadina;5195
PR;41;22909;4122909;Salto do Itararé;5195
MG;31;39102;3139102;Madre de Deus de Minas;5191
MG;31;27503;3127503;Gonzaga;5189
TO;17;10706;1710706;Itaguatins;5187
MG;31;42304;3142304;Moeda;5186
TO;17;07652;1707652;Figueirópolis;5185
SC;42;11405;4211405;Nova Erechim;5179
PR;41;25308;4125308;São Jorge do Ivaí;5159
PR;41;07108;4107108;Diamante do Norte;5151
MG;31;71071;3171071;Veredinha;5148
PR;41;13452;4113452;Lindoeste;5147
MA;21;05658;2105658;Junco do Maranhão;5146
MG;31;29103;3129103;Gurinhatã;5140
MG;31;35902;3135902;Jesuânia;5138
SP;35;05351;3505351;Barra do Chapéu;5135
RS;43;21477;4321477;Tiradentes do Sul;5132
SP;35;41059;3541059;Pratânia;5127
GO;52;09150;5209150;Gouvelândia;5127
TO;17;20655;1720655;Silvanópolis;5126
MG;31;25408;3125408;Felício dos Santos;5126
SP;35;55505;3555505;Ubirajara;5124
RN;24;05405;2405405;Japi;5123
RS;43;01800;4301800;Barracão;5115
RS;43;19208;4319208;São Nicolau;5114
SP;35;44608;3544608;Sabino;5112
MG;31;64100;3164100;São Pedro do Suaçuí;5108
RS;43;20305;4320305;Selbach;5108
RO;11;00031;1100031;Cabixi;5107
PR;41;07157;4107157;Diamante D'Oeste;5106
PB;25;15930;2515930;Sertãozinho;5099
SP;35;20608;3520608;Indiana;5094
RN;24;02808;2402808;Coronel Ezequiel;5092
ES;32;01803;3201803;Divino de São Lourenço;5089
PI;22;03271;2203271;Curral Novo do Piauí;5073
AL;27;03403;2703403;Jacaré dos Homens;5071
SP;35;26308;3526308;Lagoinha;5071
PI;22;11357;2211357;Várzea Branca;5055
MG;31;41702;3141702;Mesquita;5043
PI;22;02554;2202554;Caridade do Piauí;5040
MG;31;26752;3126752;Franciscópolis;5040
MG;31;55900;3155900;Rio Preto;5040
PB;25;14305;2514305;São José de Caiana;5037
PR;41;26355;4126355;Serranópolis do Iguaçu;5034
MG;31;46255;3146255;Padre Carvalho;5031
PR;41;13759;4113759;Lunardelli;5027
MT;51;08808;5108808;Nova Guarita;5027
GO;52;08509;5208509;Goiandira;5023
MA;21;07258;2107258;Nova Colinas;5021
SC;42;18756;4218756;Tunápolis;5018
PB;25;00205;2500205;Aguiar;5011
PB;25;13505;2513505;Santana de Mangueira;5010
MG;31;28253;3128253;Guaraciama;5010
PR;41;21109;4121109;Quinta do Sol;5009
PI;22;05565;2205565;Lagoa do Barro do Piauí;4997
AL;27;03700;2703700;Jaramataia;4992
RS;43;04002;4304002;Campo Novo;4992
MG;31;22702;3122702;Dom Silvério;4991
RS;43;16204;4316204;Rondinha;4989
MG;31;23304;3123304;Dores do Turvo;4988
GO;52;19258;5219258;Santa Fé de Goiás;4985
MG;31;23106;3123106;Dores de Guanhães;4984
MG;31;56106;3156106;Ritápolis;4984
RS;43;22251;4322251;Tupandi;4981
PB;25;05352;2505352;Damião;4980
MG;31;20151;3120151;Crisólita;4979
MG;31;12109;3112109;Caparaó;4978
MG;31;20300;3120300;Cristália;4977
PR;41;12306;4112306;Japira;4971
RS;43;12807;4312807;Nova Araçá;4968
MA;21;11953;2111953;Sucupira do Riachão;4966
TO;17;01101;1701101;Aparecida do Rio Negro;4965
MG;31;05509;3105509;Barão de Monte Alto;4965
PI;22;00103;2200103;Agricolândia;4962
PI;22;07405;2207405;Palmeira do Piauí;4954
SP;35;09957;3509957;Canas;4954
PI;22;02109;2202109;Campinas do Piauí;4948
TO;17;15705;1715705;Palmeirante;4947
GO;52;20157;5220157;São Luiz do Norte;4947
PI;22;02802;2202802;Conceição do Canindé;4943
GO;52;10562;5210562;Itaguari;4939
GO;52;00852;5200852;Americano do Brasil;4937
PB;25;04702;2504702;Congo;4936
TO;17;00350;1700350;Aliança do Tocantins;4932
PI;22;02711;2202711;Cocal de Telha;4927
MG;31;22603;3122603;Dom Joaquim;4920
MG;31;21308;3121308;Descoberto;4917
MG;31;71154;3171154;Vermelho Novo;4916
RN;24;08508;2408508;Ouro Branco;4912
MG;31;45851;3145851;Oratórios;4910
RS;43;07203;4307203;Erval Grande;4908
GO;52;10604;5210604;Itaguaru;4906
MG;31;22504;3122504;Dom Cavati;4904
TO;17;16653;1716653;Pequizeiro;4893
MG;31;67707;3167707;Sobrália;4893
PB;25;15906;2515906;Serraria;4885
SC;42;14904;4214904;Rio Fortuna;4885
MT;51;03437;5103437;Curvelândia;4880
PR;41;26702;4126702;Tamboara;4879
TO;17;03107;1703107;Barrolândia;4875
MG;31;63904;3163904;São Pedro da União;4869
PB;25;17209;2517209;Vieirópolis;4864
MG;31;23858;3123858;Entre Folhas;4862
MG;31;69802;3169802;Turvolândia;4859
RS;43;13037;4313037;Nova Esperança do Sul;4858
MG;31;57401;3157401;Santa Cruz do Escalvado;4852
MG;31;71907;3171907;Virgolândia;4848
PR;41;21257;4121257;Ramilândia;4848
RS;43;12153;4312153;Mato Leitão;4848
GO;52;09804;5209804;Hidrolina;4848
GO;52;21551;5221551;Turvelândia;4847
MG;31;53103;3153103;Presidente Bernardes;4845
PR;41;08452;4108452;Foz do Jordão;4845
CE;23;04806;2304806;Granjeiro;4843
RN;24;09332;2409332;Santa Maria;4843
PI;22;09807;2209807;São Gonçalo do Piauí;4842
PI;22;10052;2210052;São José do Divino;4842
AL;27;05309;2705309;Minador do Negrão;4838
SP;35;09809;3509809;Campos Novos Paulista;4837
PI;22;03230;2203230;Currais;4832
MG;31;18106;3118106;Congonhas do Norte;4830
SC;42;15208;4215208;Romelândia;4826
SC;42;05209;4205209;Erval Velho;4824
SC;42;06603;4206603;Guarujá do Sul;4819
MG;31;62252;3162252;São João da Lagoa;4818
PR;41;13809;4113809;Lupionópolis;4812
RS;43;03400;4303400;Caiçara;4810
PB;25;08554;2508554;Logradouro;4807
PI;22;05581;2205581;Lagoa do Piauí;4805
RN;24;01602;2401602;Bento Fernandes;4796
RN;24;08805;2408805;Parazinho;4796
MG;31;61403;3161403;São Francisco do Glória;4796
GO;52;13905;5213905;Mossâmedes;4791
TO;17;00301;1700301;Aguiarnópolis;4787
MG;31;27339;3127339;Gameleiras;4782
TO;17;08304;1708304;Goianorte;4779
RN;24;06809;2406809;Lajes Pintadas;4779
MG;31;65503;3165503;Sardoá;4774
SP;35;34005;3534005;Onda Verde;4770
SC;42;15075;4215075;Riqueza;4769
MG;31;59308;3159308;Santa Rita de Jacutinga;4768
RN;24;05207;2405207;Janduís;4767
RS;43;22905;4322905;Viadutos;4767
PR;41;00905;4100905;Amaporã;4765
TO;17;03909;1703909;Caseara;4764
RS;43;12203;4312203;Maximiliano de Almeida;4763
SP;35;45100;3545100;Salmourão;4758
SP;35;32702;3532702;Nipoã;4756
PB;25;01534;2501534;Baraúna;4754
TO;17;03701;1703701;Brejinho de Nazaré;4753
TO;17;05557;1705557;Combinado;4751
PR;41;09203;4109203;Guaraci;4751
PE;26;07109;2607109;Ingazeira;4750
BA;29;08804;2908804;Contendas do Sincorá;4750
SE;28;03104;2803104;Itabi;4746
AP;16;00055;1600055;Serra do Navio;4744
MG;31;56452;3156452;Rosário da Limeira;4736
SC;42;04350;4204350;Cordilheira Alta;4735
MG;31;15474;3115474;Catuti;4730
PI;22;06001;2206001;Marcos Parente;4729
MG;31;04452;3104452;Aricanduva;4721
MT;51;07206;5107206;Rio Branco;4721
SP;35;07308;3507308;Boracéia;4720
SP;35;01400;3501400;Álvaro de Carvalho;4716
MG;31;11705;3111705;Canaã;4715
MG;31;50539;3150539;Pingo-d'Água;4714
MG;31;38500;3138500;Liberdade;4713
SP;35;27702;3527702;Luiziânia;4711
MG;31;60801;3160801;São Bento Abade;4710
RS;43;03301;4303301;Caibaté;4707
RS;43;21857;4321857;Três Palmeiras;4707
PB;25;12762;2512762;Riachão do Poço;4706
TO;17;18907;1718907;Santa Rosa do Tocantins;4701
PR;41;15507;4115507;Marumbi;4700
MG;31;27206;3127206;Funilândia;4699
RS;43;12104;4312104;Mata;4697
MS;50;07307;5007307;Rio Negro;4691
RS;43;09704;4309704;Humaitá;4690
RN;24;00604;2400604;Almino Afonso;4689
SP;35;16853;3516853;Gavião Peixoto;4688
PB;25;12754;2512754;Riachão do Bacamarte;4685
BA;29;27804;2927804;Santa Cruz da Vitória;4672
MG;31;20409;3120409;Cristiano Otoni;4671
MS;50;00252;5000252;Alcinópolis;4670
SP;35;12704;3512704;Corumbataí;4667
SP;35;43204;3543204;Ribeirão do Sul;4667
RS;43;18481;4318481;São José do Hortêncio;4667
MG;31;58102;3158102;Santa Maria do Salto;4666
TO;17;14302;1714302;Nazaré;4664
RS;43;11601;4311601;Liberato Salzano;4664
RN;24;13706;2413706;Sítio Novo;4662
PB;25;02300;2502300;Bom Sucesso;4660
RS;43;23101;4323101;Vicente Dutra;4660
RN;24;13557;2413557;Serrinha dos Pintos;4659
MG;31;16407;3116407;Claraval;4658
GO;52;08103;5208103;Formoso;4658
MG;31;27404;3127404;Gonçalves;4649
PI;22;09377;2209377;Santa Rosa do Piauí;4645
TO;17;03073;1703073;Barra do Ouro;4643
SP;35;43105;3543105;Ribeirão Corrente;4638
TO;17;18840;1718840;Sandolândia;4631
MG;31;55108;3155108;Rio do Prado;4631
MG;31;70651;3170651;Vargem Grande do Rio Pardo;4631
PR;41;09005;4109005;Guapirama;4627
SP;35;33205;3533205;Nova Independência;4619
SC;42;04103;4204103;Caxambu do Sul;4614
MG;31;05202;3105202;Bandeira;4606
PI;22;02117;2202117;Campo Alegre do Fidalgo;4605
SP;35;30409;3530409;Mirassolândia;4605
RS;43;03202;4303202;Cacique Doble;4602
PR;41;13601;4113601;Lobato;4600
MG;31;27073;3127073;Fruta de Leite;4594
AL;27;00805;2700805;Belém;4589
RS;43;05447;4305447;Chuvisca;4583
MG;31;44409;3144409;Natércia;4580
SC;42;07601;4207601;Ipira;4580
PR;41;13106;4113106;Kaloré;4579
MG;31;40308;3140308;Marliéria;4577
SP;35;02002;3502002;Analândia;4577
MA;21;09239;2109239;Presidente Médici;4575
SC;42;19176;4219176;Vargem Bonita;4572
PI;22;00277;2200277;Alegrete do Piauí;4571
PB;25;09339;2509339;Matinhas;4567
BA;29;00603;2900603;Aiquara;4566
MG;31;50307;3150307;Piedade do Rio Grande;4560
RS;43;09803;4309803;Ibiaçá;4560
SP;35;04305;3504305;Avaí;4553
PR;41;03008;4103008;Boa Esperança;4552
RS;43;20859;4320859;Tabaí;4552
BA;29;18902;2918902;Lajedão;4550
SC;42;09854;4209854;Lindóia do Sul;4549
MA;21;11672;2111672;São Roberto;4548
RN;24;12401;2412401;São José do Seridó;4548
MG;31;54408;3154408;Ressaquinha;4548
MG;31;45372;3145372;Novorizonte;4545
SP;35;29609;3529609;Meridiano;4545
RS;43;14498;4314498;Pinheirinho do Vale;4539
SP;35;28700;3528700;Marabá Paulista;4531
PI;22;05599;2205599;Lagoa do Sítio;4529
PI;22;01002;2201002;Arraial;4519
PR;41;07538;4107538;Entre Rios do Oeste;4511
MG;31;35308;3135308;Japaraíba;4509
MG;31;04809;3104809;Augusto de Lima;4507
PI;22;04006;2204006;Francinópolis;4506
PI;22;05276;2205276;Jatobá do Piauí;4495
PR;41;06704;4106704;Cruzeiro do Sul;4495
PB;25;04207;2504207;Catingueira;4492
PR;41;07702;4107702;Fênix;4492
RS;43;12609;4312609;Muçum;4492
PR;41;10904;4110904;Itaguajé;4489
SC;42;16354;4216354;São João do Itaperiú;4484
MG;31;12653;3112653;Capitão Andrade;4483
MG;31;07604;3107604;Bom Jesus da Penha;4479
PR;41;03479;4103479;Cafezal do Sul;4474
MG;31;02506;3102506;Amparo do Serra;4472
MG;31;26604;3126604;Francisco Dumont;4472
RS;43;06734;4306734;Doutor Maurício Cardoso;4470
GO;52;10802;5210802;Itajá;4468
MT;51;02694;5102694;Canabrava do Norte;4463
GO;52;21502;5221502;Turvânia;4462
TO;17;12504;1712504;Marianópolis do Tocantins;4460
SP;35;00808;3500808;Alfredo Marcondes;4458
MG;31;06606;3106606;Bertópolis;4457
RS;43;08458;4308458;Fortaleza dos Valos;4455
RS;43;15750;4315750;Riozinho;4453
GO;52;04557;5204557;Caldazinha;4450
GO;52;04953;5204953;Campos Verdes;4446
BA;29;09505;2909505;Cravolândia;4445
MG;31;08800;3108800;Braúnas;4443
GO;52;08301;5208301;Divinópolis de Goiás;4441
SC;42;12239;4212239;Paraíso;4437
SC;42;13302;4213302;Ponte Alta;4437
PI;22;05300;2205300;Jerumenha;4435
RS;43;18424;4318424;São João da Urtiga;4433
SC;42;11454;4211454;Nova Itaberaba;4432
PI;22;10631;2210631;Sebastião Leal;4427
RS;43;11718;4311718;Maçambará;4427
PI;22;05532;2205532;Jurema;4426
RS;43;23408;4323408;Vila Maria;4425
PI;22;11407;2211407;Várzea Grande;4418
BA;29;10206;2910206;Dom Macedo Costa;4418
PB;25;08109;2508109;Lagoa;4417
SC;42;15406;4215406;Salto Veloso;4416
PI;22;03800;2203800;Flores do Piauí;4415
PI;22;10359;2210359;São Lourenço do Piauí;4411
SP;35;33254;3533254;Novais;4410
PI;22;04105;2204105;Francisco Ayres;4407
MA;21;10807;2110807;São Félix de Balsas;4402
PB;25;13802;2513802;Santa Teresinha;4402
MT;51;07750;5107750;Salto do Céu;4401
TO;17;20499;1720499;São Valério;4399
MG;31;66956;3166956;Serranópolis de Minas;4398
PI;22;03255;2203255;Curralinhos;4396
PE;26;07406;2607406;Itacuruba;4394
MG;31;63102;3163102;São José da Varginha;4392
SP;35;39608;3539608;Planalto;4392
MT;51;06273;5106273;Novo Horizonte do Norte;4391
AP;16;00212;1600212;Cutias;4388
RS;43;12302;4312302;Miraguaí;4388
MG;31;43153;3143153;Monte Formoso;4381
SP;35;25607;3525607;João Ramalho;4381
SC;42;01273;4201273;Arabutã;4378
PI;22;03602;2203602;Eliseu Martins;4377
PI;22;09955;2209955;São João da Varjota;4375
MG;31;14808;3114808;Carvalhos;4374
MG;31;12208;3112208;Capela Nova;4369
MG;31;72103;3172103;Volta Grande;4367
MG;31;17405;3117405;Conceição de Ipanema;4366
RS;43;15008;4315008;Porto Lucena;4364
MG;31;00807;3100807;Aguanil;4362
SC;42;02503;4202503;Bom Jardim da Serra;4362
PI;22;06654;2206654;Morro Cabeça no Tempo;4361
PI;22;09559;2209559;São Braz do Piauí;4359
SE;28;02007;2802007;Divina Pastora;4359
BA;29;11253;2911253;Gavião;4357
PR;41;06100;4106100;Conselheiro Mairinck;4354
PR;41;15457;4115457;Marquinho;4348
RS;43;00059;4300059;Água Santa;4345
MT;51;07792;5107792;Santo Antônio do Leste;4340
SP;35;00204;3500204;Adolfo;4339
SP;35;22653;3522653;Itapirapuã Paulista;4339
PB;25;09602;2509602;Monte Horebe;4338
MG;31;27057;3127057;Fronteira dos Vales;4336
PR;41;20408;4120408;Presidente Castelo Branco;4334
AL;27;05903;2705903;Olho d'Água Grande;4333
MG;31;36108;3136108;Joanésia;4333
PB;25;13927;2513927;São Bentinho;4330
SP;35;33700;3533700;Ocauçu;4329
AL;27;06208;2706208;Palestina;4328
RS;43;06304;4306304;David Canabarro;4324
TO;17;02158;1702158;Araguanã;4316
SC;42;08609;4208609;Jaborá;4314
SC;42;19408;4219408;Witmarsum;4314
RS;43;11908;4311908;Marcelino Ramos;4314
SP;35;49607;3549607;São José do Barreiro;4313
MG;31;38351;3138351;Leme do Prado;4312
MA;21;07308;2107308;Nova Iorque;4308
SP;35;08306;3508306;Cabrália Paulista;4299
RS;43;08078;4308078;Fazenda Vilanova;4298
GO;52;19712;5219712;Santo Antônio da Barra;4287
RO;11;01559;1101559;Teixeirópolis;4284
TO;17;07306;1707306;Dueré;4284
RN;24;07609;2407609;Messias Targino;4283
PI;22;04550;2204550;Guaribas;4281
MT;51;06190;5106190;Nova Santa Helena;4281
MG;31;57500;3157500;Santa Efigênia de Minas;4272
MG;31;48400;3148400;Paulistas;4269
PB;25;10303;2510303;Nova Palmeira;4267
MG;31;36553;3136553;José Raydan;4267
PR;41;04055;4104055;Campo Bonito;4266
PA;15;07466;1507466;São João da Ponta;4264
MG;31;19906;3119906;Córrego do Bom Jesus;4263
MG;31;35076;3135076;Jampruca;4261
MG;31;08701;3108701;Brás Pires;4258
SP;35;25805;3525805;Júlio Mesquita;4254
SP;35;08207;3508207;Buritizal;4253
PI;22;02851;2202851;Coronel José Dias;4243
SP;35;18909;3518909;Guzolândia;4238
RN;24;02907;2402907;Coronel João Pessoa;4237
RN;24;11007;2411007;Rodolfo Fernandes;4234
GO;52;20264;5220264;São Miguel do Passa Quatro;4234
PB;25;14107;2514107;São João do Tigre;4233
SC;42;12403;4212403;Pedras Grandes;4233
RS;43;13490;4313490;Novo Barreiro;4233
PR;41;07850;4107850;Flor da Serra do Sul;4230
MG;31;60108;3160108;Santo Antônio do Grama;4229
SP;35;12605;3512605;Coronel Macedo;4226
PR;41;10409;4110409;Indianópolis;4223
TO;17;17800;1717800;Ponte Alta do Bom Jesus;4222
PB;25;14008;2514008;São João do Cariri;4221
SP;35;31605;3531605;Monte Castelo;4219
MG;31;34509;3134509;Itutinga;4218
TO;17;03206;1703206;Bernardo Sayão;4217
MG;31;20102;3120102;Couto de Magalhães de Minas;4217
MG;31;58805;3158805;Santana do Jacaré;4214
PR;41;20655;4120655;Quarto Centenário;4213
PB;25;02706;2502706;Borborema;4211
MG;31;57302;3157302;Santa Bárbara do Tugúrio;4204
TO;17;18808;1718808;Sampaio;4203
MG;31;46404;3146404;Paineiras;4199
MG;31;06655;3106655;Berizal;4191
PI;22;09856;2209856;São João da Canabrava;4190
MG;31;21902;3121902;Divinésia;4190
MT;51;06174;5106174;Nova Nazaré;4188
PR;41;17214;4117214;Nova Santa Bárbara;4183
SP;35;46207;3546207;Santa Cruz da Conceição;4179
PI;22;05250;2205250;Jardim do Mulato;4178
RN;24;11908;2411908;São Francisco do Oeste;4172
RS;43;09951;4309951;Ibirapuitã;4159
RO;11;00601;1100601;Cacaulândia;4157
RS;43;00034;4300034;Aceguá;4156
SP;35;40408;3540408;Populina;4154
PB;25;01351;2501351;Assunção;4152
PI;22;10904;2210904;Socorro do Piauí;4151
PI;22;07751;2207751;Passagem Franca do Piauí;4144
PR;41;22800;4122800;Salgado Filho;4144
RS;43;05504;4305504;Ciríaco;4142
PB;25;14701;2514701;São José do Sabugi;4139
SP;35;54201;3554201;Tejupá;4139
PR;41;06571;4106571;Cruzeiro do Iguaçu;4137
MG;31;68309;3168309;Taquaraçu de Minas;4135
RN;24;10801;2410801;Riacho de Santana;4134
SP;35;17109;3517109;Glicério;4132
SP;35;40259;3540259;Pontalinda;4129
TO;17;17008;1717008;Pindorama do Tocantins;4128
MG;31;22108;3122108;Divino das Laranjeiras;4128
SP;35;31704;3531704;Monteiro Lobato;4127
MG;31;63201;3163201;São José do Alegre;4125
PI;22;09351;2209351;Santana do Piauí;4124
RN;24;04002;2404002;Frutuoso Gomes;4122
MT;51;07404;5107404;São Pedro da Cipa;4122
PI;22;08858;2208858;Riacho Frio;4112
PI;22;02737;2202737;Coivaras;4110
RS;43;00851;4300851;Arambaré;4109
BA;29;19009;2919009;Lajedinho;4102
TO;17;20309;1720309;São Sebastião do Tocantins;4100
PI;22;07306;2207306;Paes Landim;4100
SP;35;15194;3515194;Espírito Santo do Turvo;4095
RS;43;10306;4310306;Ilópolis;4094
PI;22;01556;2201556;Bela Vista do Piauí;4093
AL;27;03908;2703908;Jundiá;4088
TO;17;03305;1703305;Bom Jesus do Tocantins;4087
SP;35;20707;3520707;Indiaporã;4087
MG;31;69059;3169059;Tocos do Moji;4086
SC;42;10902;4210902;Modelo;4085
GO;52;18052;5218052;Porteirão;4085
MG;31;10202;3110202;Cajuri;4080
PI;22;01804;2201804;Bocaina;4078
PB;25;14404;2514404;São José de Espinharas;4072
RS;43;14035;4314035;Pareci Novo;4072
PI;22;03420;2203420;Domingos Mourão;4071
GO;52;01504;5201504;Aporé;4067
MG;31;02407;3102407;Alvorada de Minas;4065
RN;24;13201;2413201;Senador Georgino Avelino;4064
MG;31;27388;3127388;Goianá;4064
PR;41;19707;4119707;Planaltina do Paraná;4063
PR;41;25456;4125456;São José das Palmeiras;4063
PR;41;17297;4117297;Novo Itacolomi;4061
GO;52;15405;5215405;Ouro Verde de Goiás;4060
PI;22;07959;2207959;Nova Santa Rita;4059
SP;35;21200;3521200;Iporanga;4053
RS;43;01875;4301875;Barra do Quaraí;4053
PR;41;20853;4120853;Quatro Pontes;4051
MG;31;14600;3114600;Carrancas;4049
RS;43;14472;4314472;Pinhal Grande;4049
BA;29;18704;2918704;Lafaiete Coutinho;4044
MG;31;40100;3140100;Marilac;4044
SP;35;35903;3535903;Paranapuã;4044
PI;22;08874;2208874;Ribeira do Piauí;4043
MG;31;49606;3149606;Pequi;4042
GO;52;12956;5212956;Matrinchã;4042
MG;31;09253;3109253;Bugre;4041
GO;52;21007;5221007;Taquaral de Goiás;4038
SP;35;32058;3532058;Motuca;4034
SP;35;02606;3502606;Aparecida d'Oeste;4030
SC;42;12270;4212270;Passos Maia;4025
GO;52;09408;5209408;Guarani de Goiás;4024
PI;22;11704;2211704;Wall Ferraz;4020
TO;17;16307;1716307;Pau D'Arco;4017
PB;25;12077;2512077;Poço de José de Moura;4006
SC;42;05100;4205100;Dona Emma;4006
SP;35;02408;3502408;Anhumas;4005
RN;24;01503;2401503;Barcelona;4003
PI;22;01176;2201176;Barra D'Alcântara;3998
MG;31;60900;3160900;São Brás do Suaçuí;3987
SC;42;07759;4207759;Iraceminha;3987
RS;43;04671;4304671;Capivari do Sul;3986
MG;31;42254;3142254;Miravânia;3984
GO;52;03609;5203609;Brazabrantes;3981
RS;43;13607;4313607;Paim Filho;3979
PR;41;02208;4102208;Atalaia;3978
MG;31;68101;3168101;Tapira;3975
PI;22;02455;2202455;Capitão Gervásio Oliveira;3974
GO;52;18706;5218706;Rianápolis;3972
GO;52;05521;5205521;Colinas do Sul;3967
GO;52;18789;5218789;Rio Quente;3967
MG;31;41306;3141306;Medeiros;3965
MG;31;20839;3120839;Cuparaque;3963
TO;17;18550;1718550;Riachinho;3962
SP;35;28205;3528205;Macedônia;3961
SP;35;43600;3543600;Rifaina;3958
SC;42;02859;4202859;Braço do Trombudo;3954
RO;11;01450;1101450;Parecis;3953
MG;31;54705;3154705;Ribeirão Vermelho;3953
PB;25;04074;2504074;Caraúbas;3948
AL;27;02702;2702702;Feliz Deserto;3947
MT;51;08303;5108303;União do Sul;3947
SP;35;23008;3523008;Itapura;3945
RS;43;14068;4314068;Passa Sete;3943
PR;41;03156;4103156;Bom Jesus do Sul;3942
MG;31;50208;3150208;Piedade de Ponte Nova;3941
SE;28;06503;2806503;Santa Rosa de Lima;3940
PR;41;13403;4113403;Leópolis;3940
MG;31;12059;3112059;Cantagalo;3937
PR;41;03958;4103958;Campina do Simão;3937
PR;41;16307;4116307;Munhoz de Melo;3937
TO;17;10904;1710904;Itapiratins;3936
PR;41;13429;4113429;Lidianópolis;3936
SP;35;27801;3527801;Lupércio;3935
RN;24;08607;2408607;Paraná;3934
RS;43;12054;4312054;Marques de Souza;3928
MG;31;65909;3165909;Senador Modestino Gonçalves;3926
MG;31;67905;3167905;Tabuleiro;3926
MT;51;08204;5108204;Torixoréu;3926
GO;52;06503;5206503;Cromínia;3926
SC;42;19853;4219853;Zortéa;3925
RN;24;07252;2407252;Major Sales;3924
MG;31;36520;3136520;José Gonçalves de Minas;3922
MG;31;00401;3100401;Acaiaca;3920
PB;25;12200;2512200;Prata;3916
RS;43;15354;4315354;Quinze de Novembro;3910
MG;31;57377;3157377;Santa Cruz de Salinas;3908
MG;31;66501;3166501;Serra Azul de Minas;3906
RS;43;05405;4305405;Chiapetta;3901
GO;52;07352;5207352;Edealina;3900
PI;22;01988;2201988;Brejo do Piauí;3899
SP;35;48401;3548401;Santópolis do Aguapeí;3899
RN;24;08409;2408409;Olho d'Água do Borges;3896
TO;17;05607;1705607;Conceição do Tocantins;3891
RS;43;11981;4311981;Mariana Pimentel;3889
SC;42;10209;4210209;Major Gercino;3887
SP;35;04701;3504701;Balbinos;3886
MG;31;62658;3162658;São João do Pacuí;3884
SP;35;01202;3501202;Álvares Florence;3881
MG;31;32008;3132008;Itacambira;3880
PI;22;07793;2207793;Pau D'Arco do Piauí;3879
GO;52;21577;5221577;Uirapuru;3874
PR;41;22172;4122172;Rio Branco do Ivaí;3866
MG;31;25002;3125002;Ewbank da Câmara;3863
SP;35;16101;3516101;Florínea;3860
GO;52;01603;5201603;Araçu;3859
MG;31;02209;3102209;Alvarenga;3858
RS;43;05959;4305959;Cotiporã;3850
GO;52;15900;5215900;Palminópolis;3848
MG;31;60207;3160207;Santo Antônio do Itambé;3846
MG;31;40605;3140605;Materlândia;3845
SP;35;01103;3501103;Alto Alegre;3837
SP;35;44509;3544509;Rubinéia;3837
PB;25;12036;2512036;Poço Dantas;3830
SE;28;01900;2801900;Cumbe;3829
TO;17;15101;1715101;Novo Acordo;3828
RS;43;20602;4320602;Severiano de Almeida;3827
SP;35;41109;3541109;Presidente Alves;3819
PI;22;07553;2207553;Paquetá;3818
RS;43;19356;4319356;São Pedro da Serra;3818
PR;41;28658;4128658;Virmond;3813
MG;31;41207;3141207;Matutina;3807
AP;16;00550;1600550;Pracuúba;3803
RS;43;05132;4305132;Cerro Branco;3803
GO;52;00829;5200829;Amaralina;3796
SE;28;01108;2801108;Canhoba;3792
GO;52;06701;5206701;Damianópolis;3790
RN;24;11700;2411700;São Bento do Trairí;3788
SP;35;25409;3525409;Jeriquara;3785
SC;42;18350;4218350;Treviso;3783
MG;31;36405;3136405;Joaquim Felício;3778
MG;31;52131;3152131;Ponto Chique;3775
MG;31;60009;3160009;Santo Antônio do Aventureiro;3770
MG;31;63003;3163003;São José da Safira;3769
PR;41;22107;4122107;Rio Bom;3755
RS;43;10850;4310850;Jaboticaba;3754
